Id,City,Country,Latitude,Longitude,Time,Description,Max Temp,Humidity,Wind Speed,Cloudiness,Rain,Snow
50,Bluff,NZ,-46.6,168.3333,2021-04-17 21:47:31,overcast clouds,54.0,82,11.01,100,0,0
51,Ipixuna,BR,-1.7625,-48.8043,2021-04-17 21:47:32,broken clouds,78.8,89,3.44,75,0,0
52,Hato Mayor,DO,18.7629,-69.256,2021-04-17 21:47:32,few clouds,86.0,70,11.5,20,0,0
53,Saint-Philippe,RE,-21.3585,55.7679,2021-04-17 21:47:33,light rain,75.2,94,6.91,90,0,0
54,Port Alfred,ZA,-33.5906,26.891,2021-04-17 21:47:33,scattered clouds,65.14,67,13.35,41,0,0
55,Flinders,AU,-34.5833,150.8552,2021-04-17 21:47:34,few clouds,55.0,88,1.01,12,0,0
56,Mataura,NZ,-46.1927,168.8643,2021-04-17 21:47:34,overcast clouds,54.0,82,11.01,100,0,0
57,Payson,US,40.0444,-111.7321,2021-04-17 21:47:34,few clouds,54.0,35,11.5,20,0,0
58,Acajutla,SV,13.5928,-89.8275,2021-04-17 21:47:35,scattered clouds,93.2,40,3.44,40,0,0
59,Hobyo,SO,5.3505,48.5268,2021-04-17 21:47:35,few clouds,83.07,67,11.7,24,0,0
60,Kapaa,US,22.0752,-159.319,2021-04-17 21:47:36,broken clouds,73.4,68,11.5,75,0,0
61,Havøysund,NO,70.9963,24.6622,2021-04-17 21:47:36,clear sky,37.4,75,12.03,9,0,0
62,Half Moon Bay,US,37.4636,-122.4286,2021-04-17 21:47:37,haze,71.01,82,14.97,75,0,0
63,Warrensburg,US,38.7628,-93.7361,2021-04-17 21:47:37,overcast clouds,52.0,76,3.44,90,0,0
64,Necochea,AR,-38.5473,-58.7368,2021-04-17 21:47:37,moderate rain,71.01,78,1.01,72,0,0
65,Chui,UY,-33.6971,-53.4616,2021-04-17 21:47:38,clear sky,64.09,89,6.42,4,0,0
66,Tilichiki,RU,60.4667,166.1,2021-04-17 21:47:38,overcast clouds,25.18,81,10.45,90,0,0
67,Selma,US,36.5708,-119.6121,2021-04-17 21:47:39,few clouds,78.01,27,3.44,20,0,0
68,Te Anau,NZ,-45.4167,167.7167,2021-04-17 21:47:39,overcast clouds,50.43,94,5.44,100,0,0
69,Zhangjiakou,CN,40.81,114.8794,2021-04-17 21:47:40,clear sky,42.53,28,0.67,0,0,0
70,Phichit,TH,16.25,100.4167,2021-04-17 21:47:40,scattered clouds,78.51,82,3.06,26,0,0
71,Madarounfa,NE,13.3087,7.156,2021-04-17 21:47:40,broken clouds,84.38,8,4.79,75,0,0
72,Fairbanks,US,64.8378,-147.7164,2021-04-17 21:47:41,clear sky,46.4,46,6.91,1,0,0
73,Torbay,CA,47.6666,-52.7314,2021-04-17 21:47:41,overcast clouds,36.0,93,14.97,90,0,0
74,Raudeberg,NO,61.9875,5.1352,2021-04-17 21:47:42,clear sky,42.01,60,7.27,0,0,0
75,Bilibino,RU,68.0546,166.4372,2021-04-17 21:47:42,scattered clouds,15.03,83,3.44,38,0,0
76,Thinadhoo,MV,0.5333,72.9333,2021-04-17 21:47:43,clear sky,82.31,61,5.93,9,0,0
77,Qaanaaq,GL,77.484,-69.3632,2021-04-17 21:47:43,overcast clouds,0.54,91,3.31,100,0,0
78,Waingapu,ID,-9.6567,120.2641,2021-04-17 21:47:43,broken clouds,75.92,85,5.26,71,0,0
79,Tomatlán,MX,19.9333,-105.25,2021-04-17 21:47:44,clear sky,88.38,26,11.21,8,0,0
80,Avarua,CK,-21.2078,-159.775,2021-04-17 21:47:44,few clouds,82.4,74,8.05,11,0,0
81,Jumla,NP,29.2747,82.1838,2021-04-17 21:47:45,scattered clouds,38.53,87,6.51,30,0,0
82,Lázaro Cárdenas,MX,17.9583,-102.2,2021-04-17 21:47:45,clear sky,83.5,48,13.31,1,0,0
83,Brufut,GM,13.3814,-16.7518,2021-04-17 21:47:46,clear sky,75.2,73,11.5,0,0,0
84,Naze,JP,28.3667,129.4833,2021-04-17 21:47:46,scattered clouds,60.8,55,12.66,40,0,0
85,Cockburn Town,TC,21.4612,-71.1419,2021-04-17 21:47:47,clear sky,78.73,81,10.25,0,0,0
86,Grand Gaube,MU,-20.0064,57.6608,2021-04-17 21:47:47,light rain,78.01,87,6.69,31,0,0
87,Zhigansk,RU,66.7697,123.3711,2021-04-17 21:47:48,overcast clouds,13.73,94,8.97,100,0,0
88,Nikolskoye,RU,59.7035,30.7861,2021-04-17 21:47:48,clear sky,46.4,36,11.18,0,0,0
89,Yatou,CN,37.15,122.3833,2021-04-17 21:47:48,clear sky,43.07,58,6.93,0,0,0
90,Upernavik,GL,72.7868,-56.1549,2021-04-17 21:47:49,overcast clouds,8.49,83,6.11,100,0,0
91,Changli,CN,39.7042,119.1506,2021-04-17 21:47:49,clear sky,47.21,24,4.54,0,0,0
92,Tura,IN,25.5198,90.2201,2021-04-17 21:47:50,clear sky,66.24,88,3.44,9,0,0
93,Codrington,AU,-38.2667,141.9667,2021-04-17 21:47:50,broken clouds,52.56,92,7.9,55,0,0
94,Cape Town,ZA,-33.9258,18.4232,2021-04-17 21:46:42,clear sky,66.99,82,4.61,0,0,0
95,Evensk,RU,61.95,159.2333,2021-04-17 21:47:51,overcast clouds,17.89,91,6.29,100,0,0
96,Okha,RU,53.5739,142.9478,2021-04-17 21:47:51,overcast clouds,33.12,99,7.34,100,0,0
97,Tautira,PF,-17.7333,-149.15,2021-04-17 21:47:51,few clouds,87.8,66,12.66,20,0,0
98,Saint Lawrence,MT,36.0553,14.204,2021-04-17 21:47:52,clear sky,59.0,82,4.61,0,0,0
99,Kerema,PG,-7.9631,145.7785,2021-04-17 21:47:52,overcast clouds,78.87,88,4.14,97,0,0
100,Point Pleasant,US,40.0832,-74.0682,2021-04-17 21:44:27,overcast clouds,55.0,54,9.22,90,0,0
101,Iqaluit,CA,63.7506,-68.5145,2021-04-17 21:47:53,few clouds,19.4,63,6.91,20,0,0
102,Aranda de Duero,ES,41.6704,-3.6892,2021-04-17 21:47:53,clear sky,35.76,74,6.6,0,0,0
103,Lumut,MY,4.2323,100.6298,2021-04-17 21:47:54,few clouds,75.2,94,2.93,20,0,0
104,Mar del Plata,AR,-38.0023,-57.5575,2021-04-17 21:47:54,broken clouds,66.99,94,6.91,75,0,0
105,Provideniya,RU,64.3833,-173.3,2021-04-17 21:47:55,overcast clouds,30.24,89,6.6,95,0,0
106,Aljezur,PT,37.3191,-8.8033,2021-04-17 21:47:55,overcast clouds,57.38,84,5.84,93,0,0
107,Cayenne,GF,4.9333,-52.3333,2021-04-17 21:47:56,broken clouds,82.4,69,10.36,75,0,0
108,Barrow,US,71.2906,-156.7887,2021-04-17 21:47:56,clear sky,28.4,80,11.5,1,0,0
109,Faya,SA,18.3851,42.4509,2021-04-17 21:47:56,light rain,60.8,63,5.75,40,0,0
110,Barra de Tecoanapa,MX,16.5167,-98.75,2021-04-17 21:47:57,scattered clouds,84.0,57,14.09,36,0,0
111,Sayyan,YE,15.1718,44.3244,2021-04-17 21:47:57,broken clouds,60.04,32,5.68,76,0,0
112,Collie,AU,-33.3667,116.15,2021-04-17 21:47:58,clear sky,48.99,88,4.36,0,0,0
113,Hualmay,PE,-11.0964,-77.6139,2021-04-17 21:47:58,scattered clouds,71.37,77,11.39,30,0,0
114,Leningradskiy,RU,69.3833,178.4167,2021-04-17 21:47:59,overcast clouds,34.09,84,10.09,95,0,0
115,George Town,MY,5.4112,100.3354,2021-04-17 21:47:53,few clouds,80.6,89,4.61,20,0,0
116,Mahébourg,MU,-20.4081,57.7,2021-04-17 21:46:11,light rain,77.0,88,8.05,75,0,0
117,Bambanglipuro,ID,-7.95,110.2833,2021-04-17 21:47:59,broken clouds,75.02,89,3.58,74,0,0
118,Philadelphia,US,39.9523,-75.1638,2021-04-17 21:43:32,overcast clouds,57.2,41,9.22,90,0,0
119,Farah,AF,32.5,62.5,2021-04-17 21:48:00,few clouds,61.61,26,4.5,11,0,0
120,Kisanga,TZ,-7.4362,37.7034,2021-04-17 21:48:00,light rain,71.65,96,3.13,71,0,0
121,Eyl,SO,7.9803,49.8164,2021-04-17 21:48:01,few clouds,80.85,74,10.31,21,0,0
122,Ostrovnoy,RU,68.0531,39.5131,2021-04-17 21:48:01,overcast clouds,29.7,84,3.33,93,0,0
123,Saint George,US,37.1041,-113.5841,2021-04-17 21:48:02,few clouds,66.99,20,16.11,20,0,0
124,Glendive,US,47.1053,-104.7125,2021-04-17 21:48:02,clear sky,60.01,21,13.8,1,0,0
125,Río Tercero,AR,-32.173,-64.1141,2021-04-17 21:48:03,broken clouds,73.0,68,5.99,67,0,0
126,Bouillante,GP,16.1304,-61.7692,2021-04-17 21:48:03,few clouds,82.4,69,14.97,20,0,0
127,Nanortalik,GL,60.1432,-45.2371,2021-04-17 21:48:04,clear sky,25.41,55,31.03,1,0,0
128,Ancud,CL,-41.8697,-73.8203,2021-04-17 21:48:04,broken clouds,64.4,68,7.05,75,0,0
129,Tuktoyaktuk,CA,69.4541,-133.0374,2021-04-17 21:48:04,broken clouds,28.4,80,6.91,75,0,0
130,Rawson,AR,-43.3002,-65.1023,2021-04-17 21:48:05,overcast clouds,63.41,54,20.02,99,0,0
131,Kastamonu Province,TR,41.5,33.6667,2021-04-17 21:48:05,overcast clouds,48.51,95,3.36,87,0,0
132,Sambava,MG,-14.2667,50.1667,2021-04-17 21:48:05,light rain,75.09,90,4.05,100,0,0
133,Labuhan,ID,-6.8844,112.2051,2021-04-17 21:48:06,broken clouds,76.35,89,5.57,84,0,0
134,Māngrol,IN,21.1167,70.1167,2021-04-17 21:48:06,clear sky,78.57,82,10.96,0,0,0
135,Lavrentiya,RU,65.5833,-171.0,2021-04-17 21:48:07,overcast clouds,31.71,87,10.22,96,0,0
136,Quatre Cocos,MU,-20.2078,57.7625,2021-04-17 21:48:07,broken clouds,78.01,88,8.05,75,0,0
137,San Andrés,CO,12.5847,-81.7006,2021-04-17 21:48:08,overcast clouds,86.0,74,14.97,90,0,0
138,Tuatapere,NZ,-46.1333,167.6833,2021-04-17 21:48:08,overcast clouds,54.0,82,11.01,92,0,0
139,Issenye,TZ,-2.0,34.3333,2021-04-17 21:48:08,broken clouds,62.15,92,3.96,67,0,0
140,Mount Isa,AU,-20.7333,139.5,2021-04-17 21:48:09,clear sky,68.0,37,14.97,1,0,0
141,Hailar,CN,49.2,119.7,2021-04-17 21:48:09,clear sky,26.76,73,7.09,2,0,0
142,Severo-Kuril'sk,RU,50.6789,156.125,2021-04-17 21:48:10,overcast clouds,37.45,67,6.24,100,0,0
143,Tasiilaq,GL,65.6145,-37.6368,2021-04-17 21:48:10,light snow,26.6,86,3.4,75,0,0
144,Mabaruma,GY,8.2,-59.7833,2021-04-17 21:48:10,scattered clouds,77.88,76,5.7,50,0,0
145,Baillif,GP,16.0202,-61.7463,2021-04-17 21:48:11,few clouds,82.4,69,14.97,20,0,0
146,Castro,BR,-24.7911,-50.0119,2021-04-17 21:48:11,broken clouds,59.86,91,2.68,59,0,0
147,Pevek,RU,69.7008,170.3133,2021-04-17 21:48:12,overcast clouds,21.94,93,11.86,89,0,0
148,Fukuechō,JP,32.6881,128.8419,2021-04-17 21:48:12,clear sky,54.34,54,28.25,6,0,0
149,Katangli,RU,51.7102,143.2326,2021-04-17 21:48:12,overcast clouds,34.03,98,2.91,99,0,0
150,Port Elizabeth,ZA,-33.918,25.5701,2021-04-17 21:48:13,scattered clouds,55.4,94,3.44,40,0,0
151,Les Cayes,HT,18.2,-73.75,2021-04-17 21:48:13,clear sky,81.9,75,11.01,1,0,0
152,Gamba,GA,-2.65,10.0,2021-04-17 21:48:14,light rain,77.9,90,6.82,99,0,0
153,Igarka,RU,67.4667,86.5833,2021-04-17 21:48:14,scattered clouds,-18.38,95,9.26,31,0,0
154,Arraial do Cabo,BR,-22.9661,-42.0278,2021-04-17 21:48:15,scattered clouds,75.2,88,13.8,40,0,0
155,Marzuq,YE,14.4,46.4667,2021-04-17 21:48:15,clear sky,69.67,51,6.46,1,0,0
156,Castlemaine,AU,-37.0667,144.2167,2021-04-17 21:48:16,scattered clouds,53.01,52,3.38,34,0,0
157,Maniitsoq,GL,65.4167,-52.9,2021-04-17 21:48:16,overcast clouds,11.7,73,13.8,89,0,0
158,Makkah al Mukarramah,SA,21.4267,39.8261,2021-04-17 21:46:25,few clouds,83.28,37,12.46,21,0,0
159,Ambovombe,MG,-25.1667,46.0833,2021-04-17 21:48:17,broken clouds,65.82,56,11.16,81,0,0
160,Cascavel,BR,-24.9558,-53.4553,2021-04-17 21:48:17,overcast clouds,70.3,60,1.45,99,0,0
161,Mwingi,KE,-0.9344,38.0601,2021-04-17 21:48:18,light rain,66.02,92,5.86,79,0,0
162,Yulara,AU,-25.2406,130.9889,2021-04-17 21:48:18,clear sky,53.6,58,6.91,0,0,0
163,Vilyuysk,RU,63.7553,121.6247,2021-04-17 21:48:19,light snow,11.8,91,13.33,100,0,0
164,Reconquista,AR,-29.15,-59.65,2021-04-17 21:48:19,scattered clouds,72.75,76,7.29,31,0,0
165,Karratha,AU,-20.7377,116.8463,2021-04-17 21:48:19,clear sky,79.79,47,7.65,0,0,0
166,Kaitangata,NZ,-46.2817,169.8464,2021-04-17 21:48:20,overcast clouds,55.99,71,5.68,100,0,0
167,Zhezkazgan,KZ,47.8043,67.7144,2021-04-17 21:48:20,overcast clouds,54.9,42,0.56,98,0,0
168,Rodolfo Sánchez Taboada,MX,31.7167,-116.5667,2021-04-17 21:45:40,clear sky,66.0,71,5.01,0,0,0
169,Katherine,AU,-14.4667,132.2667,2021-04-17 21:48:21,overcast clouds,64.4,55,6.91,94,0,0
170,Scarborough,GB,54.2797,-0.4044,2021-04-17 21:45:11,overcast clouds,41.0,72,4.88,100,0,0
171,Akureyri,IS,65.6835,-18.0878,2021-04-17 21:48:22,overcast clouds,39.2,93,8.05,90,0,0
172,Ribeira Grande,PT,38.5167,-28.7,2021-04-17 21:48:22,scattered clouds,62.31,92,12.55,49,0,0
173,Bredasdorp,ZA,-34.5322,20.0403,2021-04-17 21:48:22,clear sky,48.2,93,2.3,0,0,0
174,Itamaracá,BR,-7.7478,-34.8256,2021-04-17 21:48:23,broken clouds,77.0,78,2.3,75,0,0
175,Oro Valley,US,32.3909,-110.9665,2021-04-17 21:48:23,clear sky,82.99,7,1.99,0,0,0
176,Poum,NC,-20.2333,164.0167,2021-04-17 21:48:24,broken clouds,78.98,73,18.16,56,0,0
177,Blomberg,DE,51.9433,9.0907,2021-04-17 21:48:24,broken clouds,48.2,61,1.14,79,0,0
178,Fortuna,US,40.5982,-124.1573,2021-04-17 21:48:24,few clouds,54.0,87,16.11,20,0,0
179,Kinsale,IE,51.7075,-8.5306,2021-04-17 21:48:25,light rain,48.0,87,8.05,75,0,0
180,Powell River,CA,49.8496,-124.5361,2021-04-17 21:45:10,clear sky,68.0,37,8.05,1,0,0
181,Purranque,CL,-40.9167,-73.1667,2021-04-17 21:48:25,clear sky,66.2,59,2.3,0,0,0
182,São João da Barra,BR,-21.6403,-41.0511,2021-04-17 21:48:26,scattered clouds,77.0,78,13.8,40,0,0
183,Tual,ID,-5.6667,132.75,2021-04-17 21:48:26,overcast clouds,78.55,86,9.6,100,0,0
184,Shumskiy,RU,54.8318,99.1328,2021-04-17 21:48:26,scattered clouds,14.63,92,2.33,45,0,0
185,Businga,CD,3.3333,20.8833,2021-04-17 21:48:27,broken clouds,72.23,91,2.91,79,0,0
186,Lebu,CL,-37.6167,-73.65,2021-04-17 21:48:27,broken clouds,57.07,83,4.5,78,0,0
187,Bermejillo,MX,25.8833,-103.6167,2021-04-17 21:48:28,clear sky,89.6,13,9.55,1,0,0
188,Mossamedes,AO,-15.1961,12.1522,2021-04-17 21:48:29,clear sky,81.72,68,4.43,0,0,0
189,Bibiani,GH,6.4635,-2.3194,2021-04-17 21:48:29,overcast clouds,72.97,95,2.35,94,0,0
190,New Norfolk,AU,-42.7826,147.0587,2021-04-17 21:48:30,light rain,55.99,79,5.01,100,0,0
191,Caravelas,BR,-17.7125,-39.2481,2021-04-17 21:48:30,broken clouds,75.18,72,5.73,78,0,0
192,Chokurdakh,RU,70.6333,147.9167,2021-04-17 21:48:31,overcast clouds,13.69,88,4.85,100,0,0
193,San Martín,AR,-33.081,-68.4681,2021-04-17 21:48:31,few clouds,78.8,44,6.91,20,0,0
194,Faanui,PF,-16.4833,-151.75,2021-04-17 21:48:32,overcast clouds,82.35,72,10.2,88,0,0
195,Clyde River,CA,70.4692,-68.5914,2021-04-17 21:48:32,overcast clouds,8.6,78,17.27,90,0,0
196,Bungu,TZ,-7.6337,39.0582,2021-04-17 21:48:33,light rain,70.57,96,4.97,49,0,0
197,Kumul,CN,42.8,93.45,2021-04-17 21:48:33,overcast clouds,61.14,16,13.35,93,0,0
198,Ongandjera,NA,-17.8833,15.0667,2021-04-17 21:48:33,overcast clouds,74.82,43,7.7,91,0,0
199,Talnakh,RU,69.4865,88.3972,2021-04-17 21:48:34,broken clouds,-24.05,95,2.44,66,0,0
200,Morro Bay,US,35.3658,-120.8499,2021-04-17 21:48:34,few clouds,78.01,80,11.01,15,0,0
201,Kumluca,TR,36.3703,30.2869,2021-04-17 21:48:35,overcast clouds,69.1,46,4.52,87,0,0
202,Port Augusta,AU,-32.5,137.7667,2021-04-17 21:48:35,overcast clouds,55.4,94,3.44,90,0,0
203,Mandan,US,46.8267,-100.8896,2021-04-17 21:48:35,clear sky,59.0,33,11.5,1,0,0
204,San Fernando,PH,15.0286,120.6898,2021-04-17 21:47:56,broken clouds,77.0,88,4.61,75,0,0
205,Sioux Lookout,CA,50.1001,-91.917,2021-04-17 21:48:36,few clouds,51.8,28,12.66,20,0,0
206,Narsaq,GL,60.9167,-46.05,2021-04-17 21:48:37,clear sky,28.4,34,11.5,0,0,0
207,Karpogory,RU,64.0019,44.4451,2021-04-17 21:48:37,broken clouds,30.61,75,7.56,67,0,0
208,Gigmoto,PH,13.7796,124.39,2021-04-17 21:48:37,moderate rain,78.37,87,25.05,100,0,0
209,Novoye Leushino,RU,56.8073,40.5144,2021-04-17 21:48:38,clear sky,41.56,78,9.24,1,0,0
210,Cidreira,BR,-30.1811,-50.2056,2021-04-17 21:48:39,overcast clouds,70.77,85,9.15,100,0,0
211,Ilo,PE,-17.6394,-71.3375,2021-04-17 21:48:39,few clouds,71.6,73,6.91,20,0,0
212,Esperance,AU,-33.8667,121.9,2021-04-17 21:48:39,clear sky,53.6,87,11.5,0,0,0
213,Povenets,RU,62.8487,34.8262,2021-04-17 21:48:40,clear sky,33.24,93,4.47,9,0,0
214,Coquimbo,CL,-29.9533,-71.3436,2021-04-17 21:48:40,broken clouds,59.0,82,10.36,75,0,0
215,Shakawe,BW,-18.3667,21.85,2021-04-17 21:48:41,few clouds,64.4,50,5.77,13,0,0
216,Pangnirtung,CA,66.1451,-65.7125,2021-04-17 21:48:41,broken clouds,5.23,94,2.13,84,0,0
217,Aripuanã,BR,-9.1667,-60.6333,2021-04-17 21:48:41,moderate rain,73.6,98,2.66,100,0,0
218,Richards Bay,ZA,-28.783,32.0377,2021-04-17 21:48:42,clear sky,60.08,77,6.62,1,0,0
219,Comodoro Rivadavia,AR,-45.8667,-67.5,2021-04-17 21:45:02,clear sky,62.6,55,5.75,0,0,0
220,Taunggyi,MM,20.7833,97.0333,2021-04-17 21:48:42,clear sky,57.04,88,1.52,5,0,0
221,Atar,MR,20.5169,-13.0499,2021-04-17 21:48:43,clear sky,79.27,18,9.15,0,0,0
222,Sorong,ID,-0.8833,131.25,2021-04-17 21:48:43,overcast clouds,78.19,86,7.61,97,0,0
223,Souillac,MU,-20.5167,57.5167,2021-04-17 21:48:44,light rain,77.0,88,8.05,75,0,0
224,Adrar,MR,20.5022,-10.0711,2021-04-17 21:48:44,clear sky,75.85,20,10.83,0,0,0
225,Ligayan,PH,4.6533,119.4706,2021-04-17 21:48:45,overcast clouds,82.56,76,12.3,100,0,0
226,Santa Maria da Vitória,BR,-13.3947,-44.1886,2021-04-17 21:48:45,overcast clouds,81.54,42,1.03,96,0,0
227,Kahului,US,20.8947,-156.47,2021-04-17 21:48:15,light rain,71.6,100,9.22,40,0,0
228,La Santisima Trinidad,BO,-14.8333,-64.9,2021-04-17 21:48:46,broken clouds,78.15,90,2.59,63,0,0
229,Vao,NC,-22.6667,167.4833,2021-04-17 21:48:46,scattered clouds,75.74,72,17.34,35,0,0
230,Carnarvon,AU,-24.8667,113.6333,2021-04-17 21:48:47,clear sky,75.63,62,5.3,1,0,0
231,Bethel,US,41.3712,-73.414,2021-04-17 21:48:47,overcast clouds,50.0,63,4.9,95,0,0
232,Tiksi,RU,71.6872,128.8694,2021-04-17 21:48:47,light snow,5.25,94,10.71,100,0,0
233,Provincia di Campobasso,IT,41.6333,14.5833,2021-04-17 21:48:48,overcast clouds,46.0,80,1.68,89,0,0
234,Norman Wells,CA,65.282,-126.8329,2021-04-17 21:48:48,few clouds,48.2,40,11.5,20,0,0
235,Ulladulla,AU,-35.35,150.4667,2021-04-17 21:48:49,overcast clouds,54.0,100,5.75,90,0,0
236,Henties Bay,NA,-22.116,14.2845,2021-04-17 21:48:49,overcast clouds,78.35,41,16.46,99,0,0
237,Tekeli,KZ,44.83,78.8239,2021-04-17 21:48:49,few clouds,44.62,68,8.05,22,0,0
238,Nome,US,64.5011,-165.4064,2021-04-17 21:46:29,overcast clouds,33.01,93,8.05,90,0,0
239,Waipawa,NZ,-41.4122,175.5153,2021-04-17 21:48:50,clear sky,61.0,63,6.91,5,0,0
240,Muisne,EC,0.6,-80.0333,2021-04-17 21:48:51,broken clouds,82.4,83,5.75,75,0,0
241,Cherskiy,RU,68.75,161.3,2021-04-17 21:48:51,clear sky,23.29,71,26.78,1,0,0
242,Kidal,ML,18.4411,1.4078,2021-04-17 21:48:51,overcast clouds,90.18,6,4.92,100,0,0
243,Alofi,NU,-19.0595,-169.9187,2021-04-17 21:46:53,few clouds,82.4,69,5.75,14,0,0
